User Address,Current USDC Balance,2024-10-17 USDC Balance,Exact Yield Earned,Yield %,Years Inactive,Last Interaction
0x89851fcb4493caab17156a53c43e93fa368d2372,26512.714957,24203.989317,2308.725640,9.53,1.6,2024-03-09
0x58a39fd3a5f081fed25072ab89edca0527d65839,26508.575183,25000.000000,1508.575183,6.03,1.2,2024-08-21
0xa7edf97e7998de170f97d7d4317625cff7bbbcb9,26157.520417,24034.749989,2122.770428,8.83,1.6,2024-03-29
0x3d86b22ad62d67fcba560c63b8b0fc2db0eb06c1,25958.920476,23649.051121,2309.869355,9.76,1.6,2024-03-02
0xf9bd2a8b0492953921af7efcd92b7e3b4f2554b7,25691.278126,22922.105753,2769.172373,12.08,1.9,2023-11-13
0xab58f82a812f2ce27a6207bae089f4c9f717f5ec,25276.641739,23641.159438,1635.482301,6.91,1.3,2024-06-25
0xb1dd1265b8cf99599994ec5a454363c69006df68,25192.164119,23562.213035,1629.951084,6.91,1.3,2024-06-25
0x2e397692da06661ddb5671525ae5292817e2857c,25151.897715,23524.544733,1627.352982,6.91,1.3,2024-06-25
0x7128f1cf0285cf0a51d33ca13a045f4f5bec611b,24816.071035,23119.900000,1696.171035,7.33,1.4,2024-06-06
0x1906cc872ff6d2b450be0af0116304419b5ec324,24515.172398,22929.028877,1586.143521,6.91,1.3,2024-06-25
0x34c657f5ff221e9049ac50f35494068d8d84f7a2,24046.366317,21745.005891,2301.360426,10.58,1.7,2024-01-24
0x6d5678f400ea28fc42440fcec75714d6af4bd80d,22832.085790,20846.027535,1986.058255,9.52,1.6,2024-03-10
0xc30c8ea86de612f1886fad2ff75623f4d077ebad,22663.078412,20000.000000,2663.078412,13.31,2.2,2023-08-10
0x260d2a30680062e7c0231311c6b46616c841c712,22366.205141,21051.676956,1314.528185,6.24,1.2,2024-08-03
0x64e7ff734848dc7b04d00da71615649d321c04a3,21890.457273,20765.209576,1125.247697,5.41,1.0,2024-10-11
0x4df5577b0373a90ef6929de7d4fd9da640c3b32e,21887.712086,19999.999999,1887.712087,9.43,1.6,2024-03-12
0x477416ca1a317a7ce1cc40dfb664e3b544a3f008,21829.238205,19999.999999,1829.238206,9.14,1.6,2024-03-19
0x4ae30bff7c81d2690b4620788a7af9828fef8bb8,21363.962814,19974.510492,1389.452322,6.95,1.3,2024-06-23
0xcd57c7ac46eebb6b16edf5f4f70f4696b4c501a3,21249.671472,19999.999999,1249.671473,6.24,1.2,2024-08-03
0x6a2475ba9a28f8f127759216e47fd15872cda198,21204.855884,20000.000000,1204.855884,6.02,1.2,2024-08-22
0xa3deadc609bd45cf977805e4d3a6f5227cbd8f32,21127.827515,20000.000000,1127.827515,5.63,1.1,2024-09-25
0xeacc94f355bed30ce014aaa31400b311df907367,21127.639509,20000.000000,1127.639509,5.63,1.1,2024-09-25
0x1601268a21fe09d358f645c56239f5813ab4e4c4,20120.841807,18900.127825,1220.713982,6.45,1.2,2024-07-21
0xc286ad9afccec1bb8231c34950fc2bd5a4424432,19774.788239,17794.199999,1980.588240,11.13,1.8,2023-12-30
0xf3d750e9b89c93eb8171e7e13712392968045917,19515.508034,18303.471143,1212.036891,6.62,1.3,2024-07-11
0xf514a961034b1c195508509633753ae4485f7d51,19379.055801,18378.275363,1000.780438,5.44,1.0,2024-10-09
0x8a5e51d4883aebb31ea7efe044fd4aa607273f36,19075.956533,17721.861289,1354.095244,7.64,1.4,2024-05-24
0xd1337af41280e5e4ce51c1e1046ff59e04a6814c,17850.508734,16741.772592,1108.736142,6.62,1.3,2024-07-11
0xa2b57c5b898566f0facb8edb8ebec5daa81bc120,17550.316576,16005.413512,1544.903064,9.65,1.6,2024-03-05
0x10109a25deb911b755e1cc98e472dbba2854fe13,17508.798239,16556.615694,952.182545,5.75,1.1,2024-09-15
0x627bbb9875d7cdf59b0ef6942f9bd824f5dfb2a1,16244.667457,14690.378145,1554.289312,10.58,1.7,2024-01-24
0x3cfea3000848692d1a2f21968414be6e3a4282ae,15874.955083,14790.000000,1084.955083,7.33,1.4,2024-06-06
0x734eb3d27f4eec1cc7dc83073f524b96301e853b,15618.788074,14228.822041,1389.966033,9.76,1.6,2024-03-02
0x3021dbc04da4f484fc0a2a4841e2a53c46a6e20e,15415.108055,14457.675491,957.432564,6.62,1.3,2024-07-11
0x1ea39aef2ba4557a1db31a9ce3ba0beb2189d8ef,15054.307451,14000.000000,1054.307451,7.53,1.4,2024-05-29
0xb7830b8ddcf50ea24cbfca835c9afaceb74acf83,14959.047663,13999.999999,959.047664,6.85,1.3,2024-06-28
0xac3ebdc2dc0cc20e937c970d46e2a232d3151aef,14861.377557,14026.192526,835.185031,5.95,1.1,2024-08-27
0x3c6bfb67b55fd43834308d3fb4c68ab938d37d99,14239.519078,13000.000000,1239.519078,9.53,1.6,2024-03-09
0xb0330ebd95090c3913c65bcf0885035fd320c4cf,14224.915624,13317.333225,907.582399,6.81,1.3,2024-06-30
0x1a894ac828352c212f28e3deee7b4a13c3a8dead,14171.926705,12899.910031,1272.016674,9.86,1.6,2024-02-28
0xe7003e3b30367cf23d329c3fcb0200db3e903fe5,13829.684817,12899.999999,929.684818,7.20,1.3,2024-06-11
0xe1174dd5cf6a70faed639f2e17534adfb9461cb4,13721.184414,13000.000000,721.184414,5.54,1.0,2024-10-01
0x1e8813dbc070247ac6fa742dd9186be25315d71a,13664.472623,12683.608524,980.864099,7.73,1.4,2024-05-19
0x6ccd1bd47dcaa73887519034cad8701d459936b9,13122.194029,12404.670893,717.523136,5.78,1.1,2024-09-11
0xf22e93c1ce4e4c3cc12f005b419fd68e27fcfa44,13109.654757,12200.833937,908.820820,7.44,1.4,2024-06-01
0x2202bc0391011789fccb258689fe14d317f62f6d,12533.437417,11761.712974,771.724443,6.56,1.3,2024-07-15
0xc83fe3d87f3d9b71c40ff97e7a3fdb8af0d47205,12494.114071,11776.965978,717.148093,6.08,1.2,2024-08-16
0x02c74ee90d3ab11300ddac6781c0486df6cb2895,11972.292895,11293.372690,678.920205,6.01,1.1,2024-08-23
0xef1aec9815d609004b38e13c639cc97e7a689f62,11744.439466,10296.477165,1447.962301,14.06,2.4,2023-06-03
0x2c5141b608131ed430d2fd14ea7bf2c62f4338b5,11417.601558,10309.784210,1107.817348,10.74,1.8,2024-01-16
0xbd64fdd80451ebf63907c84fa1451e1e7922471f,11287.456274,9999.999999,1287.456275,12.87,2.1,2023-09-19
0x2809638365d6dafeedff3eb0064ee13f76f1a19e,11207.133789,10260.126877,947.006912,9.22,1.6,2024-03-17
0x8f5890310669c4c78f4d36b35e6a88507ec4f9a3,10764.297881,10095.760810,668.537071,6.62,1.3,2024-07-11
0x13a1ba3979ad43dd860724068e39d9fccf2e5ba2,10730.794214,9999.999999,730.794215,7.30,1.4,2024-06-07
0x0259044395fe54d8afe28354ac737eb216064cf9,10646.670329,10023.722109,622.948220,6.21,1.2,2024-08-05
0x6a5fcab91fa9ca4a1f79a15cbcb0ea76a42a5649,10626.821538,10000.000000,626.821538,6.26,1.2,2024-08-01
0xe7b3cab6c6831705dd744335259c7c103741e402,10602.126310,9999.999999,602.126311,6.02,1.2,2024-08-22
0x634e628ae626c935a6e294aba624a5dfaae28ecb,10572.272091,9425.150609,1147.121482,12.17,1.9,2023-11-09
0x6618ad2b5244bd83dd50245b95b848b8edffe435,10558.219317,9999.999999,558.219318,5.58,1.0,2024-09-29
0x430daa2d7c050d9d0201d90994e21e90c120b963,10091.519358,9464.760421,626.758937,6.62,1.3,2024-07-11
0x9828963264a1c8e4d4d008c654f70de482887aba,10058.574541,9505.000000,553.574541,5.82,1.1,2024-09-08
0xafa0535bbdaf4e895ceec9f89ec6bc945a9291b5,9279.145758,8547.353824,731.791934,8.56,1.5,2024-04-09
0x9fab2a1068d6c06e93665f59dde8f171247fe0d1,9047.588023,8452.210900,595.377123,7.04,1.3,2024-06-19
0x242576dd75385e87ad7bec56f10552f9befb04f4,8997.835267,8475.903689,521.931578,6.15,1.2,2024-08-10
0x536f81f1790574b47d711882d61051ca52648ab8,8915.538275,8415.000000,500.538275,5.94,1.1,2024-08-28
0x2a8059a158b936bbe3613099687fa0eaa4f2978c,8789.273478,7999.999999,789.273479,9.86,1.6,2024-02-27
0x19dba4d53c95f7b27b3557c7b581a462c1925570,8770.986552,7706.896744,1064.089808,13.80,2.3,2023-07-07
0x5a5ed37d0e8bb6aa6a52f85c86f147ef5f7f4bf3,8679.784857,8067.334604,612.450253,7.59,1.4,2024-05-26
0xc750555431d1cc68cee3640f0eeaa71d23c7a1f2,8439.011294,7999.832471,439.178823,5.48,1.0,2024-10-05
0xf3fb852a7a9486201b28311ba316721f04d2690e,8209.914435,7638.897682,571.016753,7.47,1.4,2024-05-31
0x04c88941ffb83363ae4db1e17c16495569fae8c0,8200.117953,7321.754763,878.363190,11.99,1.9,2023-11-17
0x9a2c41479285bee6f36201f4ac89d5eccf93b7e2,8137.187793,7673.491896,463.695897,6.04,1.2,2024-08-20
0x0b2b6a0c6c7337dfd3bc7608ca09b5f730045005,7982.710312,7336.444458,646.265854,8.80,1.6,2024-03-30
0xf662a15d79a6b729f900c758ece65ea856d55aeb,7895.068554,7478.071262,416.997292,5.57,1.0,2024-09-29
0xb30d8e5fa8e5ef32fb161643f9d3d7fc058968eb,7436.684252,6636.901359,799.782893,12.05,1.9,2023-11-15
0xe66183f85f8a53a97ad8f51aa886bff527e72166,7181.382982,6424.999999,756.382983,11.77,1.9,2023-11-30
0x23b85a096a1879ea19dab3b0b47872259c3716a1,7176.283306,6552.453460,623.829846,9.52,1.6,2024-03-10
0x4f57e0d5b5bbe388cdadf62de0bf95912035d797,6990.400659,6134.303166,856.097493,13.95,2.3,2023-06-18
0x82dcd799ad56189e8b737a97e4c10211dc127cfc,6765.039771,6000.000000,765.039771,12.75,2.1,2023-09-29
0xcbf2b134091531681f2f38942764fd946f0083a7,6709.369885,6168.144741,541.225144,8.77,1.5,2024-03-31
0x2a5f7ead4f8cea2db5695e568e597af2e470d3c5,6621.324440,5823.186270,798.138170,13.70,2.3,2023-07-16
0x28e5feaddf3019e952f8c3dd666db6c030cac233,6602.928280,6000.061115,602.867165,10.04,1.7,2024-02-20
0xf21926270b9e038b557419a742064daa00cec386,6462.560665,6004.382120,458.178545,7.63,1.4,2024-05-24
0x57d2b95ad0a38afe174fc7d07afbd1318e17a145,6450.699622,6000.003165,450.696457,7.51,1.4,2024-05-30
0x3b4e15ef7ee5ae55a101a749085c54f50756a5e7,6340.942019,5709.999999,630.942020,11.04,1.8,2024-01-03
0x3588831ea772346cc6abb6794c83f4c1b01b0fd5,6317.663814,5717.353175,600.310639,10.49,1.7,2024-01-30
0xa02748962ad9a4099b754cc93db421f5ff551c1e,6188.760348,5854.999999,333.760349,5.70,1.1,2024-09-19
0xe69bc63e472743314c46d03c0a4de605852a3f04,5955.268746,5500.000000,455.268746,8.27,1.5,2024-04-20
0x38318f24010390c1e2bd8b78cfd9fff02555b775,5950.620785,5593.039762,357.581023,6.39,1.2,2024-07-24
0x610e1099671d3b1dea092844918296f1b82e389b,5943.829463,5634.303120,309.526343,5.49,1.0,2024-10-05
0x4db8b4461c10d14161833e69808ec06d4aea33e0,5860.678403,5500.000000,360.678403,6.55,1.3,2024-07-15
0xbb8f68b8cba0319b0255dab3e938a31974d074b6,5759.513275,5437.670901,321.842374,5.91,1.1,2024-08-30
0x62138035b5946938894d2fbd635fe02796d788f1,5741.331736,5000.000000,741.331736,14.82,2.6,2023-03-27
0xf9e4ba0fa70a222564f5b6fbdb9fb79a3d389b49,5672.210338,5000.000000,672.210338,13.44,2.2,2023-08-03
0xda9dc4b939a696720455c5ecc7bd8278ca140cb4,5596.669218,5039.336354,557.332864,11.05,1.8,2024-01-02
0x05433cba1cdefdfba4991f9786469b2c1a6e5a54,5585.972368,4999.999999,585.972369,11.71,1.9,2023-12-02
0xcbb82e019a3a77ede4543cc5d3e1a15b215cb453,5544.640898,4983.796252,560.844646,11.25,1.8,2023-12-25
0xf5f4f8f1ba7c0074d1799540260aef958545433d,5512.029442,5224.383861,287.645581,5.50,1.0,2024-10-04
0x320937d2ab6706deb8bd9518775e99ea51fa8d6c,5510.107713,5118.651995,391.455718,7.64,1.4,2024-05-24
0x2e10712fe0e4a6d10be3a5cee3a38aeefa565e76,5450.728103,5092.885887,357.842216,7.02,1.3,2024-06-20
0x07c1af613bb09b541a19963bfc98634b9b79c289,5398.000005,5000.000000,398.000005,7.96,1.5,2024-05-05
0x76790ca3d41a465d422a4fa379b8bf8bfa8caada,5380.227867,4946.266040,433.961827,8.77,1.5,2024-03-31
0x7651b6739a9e037ffaceef164080c9048ce3dfca,5300.545906,5023.186947,277.358959,5.52,1.0,2024-10-03
0x004d83440fe052e35cd317b4dc28518981f72de2,5280.367439,4999.999999,280.367440,5.60,1.1,2024-09-27
0xf1ea98b59749f1550aefcca9a853bb210ca715fa,5273.112805,5000.230298,272.882507,5.45,1.0,2024-10-08
0xf45f17fa1ba3e2b29e7f61aa346404161d2359e9,5257.242186,4922.787477,334.454709,6.79,1.3,2024-07-01
0xa582f02697b5db2f5044b367762a85824cf7002f,5238.764735,4957.240361,281.524374,5.67,1.1,2024-09-21
0xc9a74bd72cc4f4315af0923320d3ccdbac2d893a,5209.152509,4895.663744,313.488765,6.40,1.2,2024-07-24
0xf1221a4cb7d88d09b5f1b68ff02b36ef81fa37fb,5107.169887,4755.736167,351.433720,7.38,1.4,2024-06-04
0xb29e8e3820a9dbd07d2b442be0bf07c31385937f,4886.827305,4628.686619,258.140686,5.57,1.0,2024-09-29
0xcbea175ef0ea80cfd6a03d842da06351ca286322,4745.766469,4460.044134,285.722335,6.40,1.2,2024-07-23
0xcad3be9ddc0b0ab4d5eac026294d8680decf8c2e,4666.183207,4183.445681,482.737526,11.53,1.8,2023-12-12
0xb97d9350f32c1366016e2c0a55e4a210d1158b22,4442.016732,4174.977555,267.039177,6.39,1.2,2024-07-24
0xc7f32185e5c15b5d9da51d70b2816467665ba452,4429.750780,3999.999999,429.750781,10.74,1.8,2024-01-16
0x10d5c5674f25fffcffc39765ff511f9bee17ed09,4335.043975,3999.999999,335.043976,8.37,1.5,2024-04-15
0x7f202945d9b6313459e3ada0725ce581de3cf397,3814.809340,3407.082621,407.726719,11.96,1.9,2023-11-19
0x724c164943ca69ca8bbdf5e367370a792d815ff3,3691.029602,3397.825082,293.204520,8.62,1.5,2024-04-06
0x6476ad14f172cd793ca47208eca4b486f75f7ed2,3666.056674,3403.200217,262.856457,7.72,1.4,2024-05-20
0xc955ea6f9b5c9b84f29b0333118aac56ea97292a,3613.589400,3278.611494,334.977906,10.21,1.7,2024-02-13
0x2b3d7382e3ee91a42ac6e2c45c8fbce6c5639310,3560.536814,3161.124300,399.412514,12.63,2.0,2023-10-08
0xe7a7660e9edc47afdcfc03c3cf6d295a7a610cb1,3560.471161,3182.805338,377.665823,11.86,1.9,2023-11-25
0xb412a21d52c9797670c2a829bc94d887b6dd4ef8,3496.260996,3172.000000,324.260996,10.22,1.7,2024-02-13
0x018f4b918a24de93be4e5ffccca4e895fe7a9167,3467.962738,3020.980338,446.982400,14.79,2.7,2023-02-08
0x2a0777d571641e00bf79170ffc7ecba8fdea1791,3452.010724,3012.730333,439.280391,14.58,2.6,2023-03-21
0x106b8c0a6340fe24b0d8bfebf3fc406910bd7ea8,3395.668084,3155.284198,240.383886,7.61,1.4,2024-05-25
0x24df6c66647088da4e2a45c7ff56c50b064334a1,3339.143273,3126.082099,213.061174,6.81,1.3,2024-06-30
0x74d5482c8470d834d81cc4be0998fb9161cc9e8f,3307.496627,3000.799999,306.696628,10.22,1.7,2024-02-13
0xfb9071f5ffa126cd2fd5f77cca0d018d1673b83f,3222.622232,2995.899381,226.722851,7.56,1.4,2024-05-27
0xe438562dad69a5337a9939bf53fa3fb7e718539d,3211.573000,2980.000000,231.573000,7.77,1.4,2024-05-17
0xdb2566a29d00685f77571e2b223ed22a9c3ad297,3173.023530,2999.999999,173.023531,5.76,1.1,2024-09-13
0x455f20cc3a68dd35fb7ec39d1a50a652206d324c,2934.822667,2757.140385,177.682282,6.44,1.2,2024-07-21
0x30f980d5db2be9d036f521ac63f413e52348198c,2885.682596,2670.000000,215.682596,8.07,1.5,2024-04-29
0xf15d73ddcfb8acfff2c2c3967c545e32f31deed6,2812.454578,2524.292968,288.161610,11.41,1.8,2023-12-17
0x5ef7d83011f34d7e9eff4cb2785ac712b4da63f6,2672.949946,2500.000000,172.949946,6.91,1.3,2024-06-25
0x61cee010c4a4a11ba0479678c91f7b47cde50559,2656.047063,2494.591385,161.455678,6.47,1.2,2024-07-20
0x2c454464c8d5dd8404d8cafc81efdd15965d28c9,2585.604032,2405.449999,180.154033,7.48,1.4,2024-05-30
0xdace0f7e3e21222e90a9909bda7bb2c1f17c917c,2529.629046,2347.458154,182.170892,7.76,1.4,2024-05-17
0x45eb253909a4f36e0174328750651352737e4e33,2465.865418,2278.815418,187.050000,8.20,1.5,2024-04-23
0x1e663138f0828e54568e337ef670d8c884e6bb65,2443.868035,2225.608406,218.259629,9.80,1.6,2024-03-01
0x623e72a54b8bf68cdde034ea35dfd0dbbd4578aa,2337.536704,2200.000000,137.536704,6.25,1.2,2024-08-02
0x19ba1abe64245f0a9eb12b9efcc94167f9a05064,2264.287981,2000.000000,264.287981,13.21,2.2,2023-08-15
0xc3920d40db544631dc6d604bc765dfa2cce1cb2c,2236.104287,2100.475288,135.628999,6.45,1.2,2024-07-21
0xc555c5014537947f4492a11227b73e768002f739,2234.897422,2041.193050,193.704372,9.48,1.6,2024-03-11
0xf47508766abcb32465da05251122d60081692ab1,2233.077634,2107.754489,125.323145,5.94,1.1,2024-08-28
0x2b87ed0bca64d7e2ffdab52f671cdea2aa1840dc,2222.332742,2045.347821,176.984921,8.65,1.5,2024-04-05
0x94130058513487502a69d51ab6eb2a885f9099b2,2180.014829,1999.999999,180.014830,9.00,1.6,2024-03-24
0xace0541fe7e529f809f158de00ab8340542485a9,2170.994235,2008.999999,161.994236,8.06,1.5,2024-04-30
0x4d6ede7faeb51bac18ecc4467be6cf1e20ff7cd8,2116.649280,1992.999999,123.649281,6.20,1.2,2024-08-06
0x5dae7191b7ff0328ce8924a17b2c71a107c1b4f1,2057.375488,1940.000000,117.375488,6.05,1.2,2024-08-20
0x86c79655f0052572a9d96d7e6349e44ac32e6f3e,1916.087149,1799.999999,116.087150,6.44,1.2,2024-07-21
0xdd3c59ed8831533c8e4e4746ec51eba1292bd83f,1774.440227,1568.159456,206.280771,13.15,2.2,2023-08-21
0x5d95ae356c3532b776ec11504c13a603fb989824,1747.506921,1571.354109,176.152812,11.21,1.8,2023-12-27
0x49f698532fcda7cf7db1293661ef4b6131630cab,1685.516614,1470.677818,214.838796,14.60,2.6,2023-03-14
0x00dd5e17619de9f553df481ea2872466c9b03fa3,1677.985350,1499.999999,177.985351,11.86,1.9,2023-11-25
0x3ba9007e3e2afb7cee6716c2185f6af6ab6861dd,1677.985151,1499.999999,177.985152,11.86,1.9,2023-11-25
0xbd08f984e444ddb6e80f6f4a7318ec5e4b2a1800,1606.765675,1499.999999,106.765676,7.11,1.3,2024-06-15
0x8fd836600688514320b942ceb4565d32353fc78e,1586.377934,1499.999999,86.377935,5.75,1.1,2024-09-14
0xfb0018ad46c669b6a4c0e589c53db27daf7f7930,1583.795170,1402.977475,180.817695,12.88,2.1,2023-09-18
0xdab197c4b06daee2d832bab496476ab195b4d9cc,1578.861174,1491.054347,87.806827,5.88,1.1,2024-09-02
0x40a3a09d7f00b8287242b0a53db5d5f95b586360,1561.821820,1441.393263,120.428557,8.35,1.5,2024-04-16
0x19103138875e076adb35f59701ab03d075f4855f,1545.868481,1399.999999,145.868482,10.41,1.7,2024-02-04
0xc01f4a647be2c1aeee3b5cd61a9832e6942e17f7,1524.376619,1352.930370,171.446249,12.67,2.0,2023-10-05
0xaac783ca8647ff719075a82ccf08cfbe0c6b293f,1508.860946,1332.970869,175.890077,13.19,2.2,2023-08-17
0xb19032a261cf5cfa32543ff07a52ec0427763144,1436.483219,1349.999999,86.483220,6.40,1.2,2024-07-23
0x13a6b2457b3c3017b0be70c3028170d6a7f918b2,1417.954588,1259.145739,158.808849,12.61,2.0,2023-10-10
0x95aec39b2832da46df1321b29eb04a4d181762ad,1406.114272,1319.114220,87.000052,6.59,1.3,2024-07-13
0xd50c46607b8c6aaa03c4cd2506e79a5df2b699bf,1342.405386,1216.361563,126.043823,10.36,1.7,2024-02-08
0xf105b0c2747caa177d9e27117a599e4a7ac67374,1308.814675,1183.050561,125.764114,10.63,1.7,2024-01-21
0x99b419a9600849f5d8658342932434484c71155e,1206.119401,1049.999999,156.119402,14.86,2.7,2023-01-27
0x4af43d17ff9f870ed3f7d8d8ef1b474508595af0,1161.791533,1030.818911,130.972622,12.70,2.0,2023-10-02
0x6e1d9ac48f065dd02997e5da3f0e2dfd9687cb9f,1139.741046,999.999999,139.741047,13.97,2.3,2023-06-16
0x29b482446dd1b84b356cb65916d2695992f7bea4,1139.483171,1000.000000,139.483171,13.94,2.3,2023-06-19
0x484ad677462deabad2d3d4b8830c4dc4655011bb,1136.161255,1049.322650,86.838605,8.27,1.5,2024-04-20
0x8f4fc35cf5ad925bcc1cae81e5da62fca1c2dd2a,1128.699200,999.999999,128.699201,12.86,2.1,2023-09-19
0xee36eecead5b726444cf389e9e164704dd023342,1126.017090,1000.000000,126.017090,12.60,2.0,2023-10-11
0x2fc6a62992361b9f140f5174227f07bb174e5da8,1122.344592,1051.767874,70.576718,6.71,1.3,2024-07-05
0x992ef7ff7d9c93b9e6ca4f95db936a389b677422,1094.816813,990.071102,104.745711,10.57,1.3,2024-06-13
0x613a72aa1595909c697cfca02b78d0e14ad1fd96,1077.013813,999.000000,78.013813,7.80,1.4,2024-05-14
0xd95c1b3461f7f53eaa0c82a0d0caac1d96246573,1073.415537,1000.000000,73.415537,7.34,1.4,2024-06-06
0x498b01d04dd41189ad1c7d9164da93e0401be4ad,1057.015576,997.392492,59.623084,5.97,1.1,2024-08-26
0xa936ea652678499e5be960ba0aeeefbe935e08e1,1051.325586,985.482935,65.842651,6.68,1.3,2024-07-07
0x136031c322beed30c90891e44d60ec79c2d54b88,1039.171634,978.064956,61.106678,6.24,1.2,2024-08-03
0x8b4c627e052e2e00874569129fa10c1de0fda02d,1001.334762,882.849458,118.485304,13.42,1.6,2024-03-03
0xf4c20bfa7f5c40343526817d1342f9cf809a2bbb,918.865869,800.000000,118.865869,14.85,2.7,2023-01-28
0x350bfca1336619883a33294e4525c77b8702d369,912.049398,816.375218,95.674180,11.71,1.9,2023-12-02
0xbc61d3c2695bdff6d126f365e93c8b881ee34926,864.078065,781.639837,82.438228,10.54,1.7,2024-01-27
0xc2ba1ab7aaaa92a5fe30e9dfa706a32f1a27b9e7,853.317078,784.419977,68.897101,8.78,1.5,2024-03-30
0xac340f26a20a38496b9eadf4f8a5c0dba988c764,843.364368,753.468436,89.895932,11.93,1.9,2023-11-21
0x20a9b6c5bc48c560ca229adfa5b8da74479d6fc9,823.372343,727.937426,95.434917,13.11,2.1,2023-08-27
0xf9f266d386b96d0ed0efaebead4fe58c90e7cebe,743.214745,700.000000,43.214745,6.17,1.2,2024-08-09
0xdad21fc246f17a32d1a6559673b91416fa2e4837,742.987040,689.510798,53.476242,7.75,1.4,2024-05-18
0x51fd06ccb89cde2fc94cbd628f80a2fa87505c64,725.282687,683.077226,42.205461,6.17,1.2,2024-08-08
0x6495809c15bd6dcbbaf596ae7cd9f4e63a3936b3,709.872207,648.368587,61.503620,9.48,1.6,2024-03-11
0xc80f57ed87da4387bb739724d9d761459663c91a,705.727796,662.774568,42.953228,6.48,1.2,2024-07-19
0xd75b2f6defc747cadc07aeea254ca23b8a6bb0e9,676.705009,625.000000,51.705009,8.27,1.5,2024-04-20
0x3bd760c9f98e3e0b1d9eb84b348df42a6cebb2a1,671.888281,613.597424,58.290857,9.49,1.6,2024-03-10
0x0c28cb4c081dc2d1e63dfe3f3efb24f6ba14baa3,613.962519,554.146501,59.816018,10.79,1.8,2024-01-14
0xb6fdfe0829bd5f97bde4bc07077b5a0fb0269c80,578.823787,518.424305,60.399482,11.65,1.9,2023-12-07
0x6541e84af0b25f3e084e9ed17d8f255a12d125d3,577.472272,502.805106,74.667166,14.85,2.7,2023-01-30
0x99343fd7a95507e500aa46a336a0938f54b862c9,572.445644,499.999999,72.445645,14.48,2.5,2023-04-08
0xe5c62697e72a2a7603a0233edaaf5416495780a0,565.322849,523.588944,41.733905,7.97,1.5,2024-05-05
0xf6c0aca8371303e405b4626329b884d4dc42c6b9,558.872678,489.950000,68.922678,14.06,2.4,2023-06-02
0xc774d3c954128d22483edd3f6ee43b8ae551be99,556.867877,492.000000,64.867877,13.18,2.2,2023-08-18
0xc6c18c8055e56573f810064475fe5386407885ed,554.834963,523.841918,30.993045,5.91,1.1,2024-08-31
0x53c8d9cc556726fd9c6ede7584899e15cae325a9,554.124056,499.999999,54.124057,10.82,1.8,2024-01-12
0x3d2453c508e23c65a1e8852baf10d3465a2f8697,551.274651,499.999999,51.274652,10.25,1.7,2024-02-12
0xb9547113cabcff1363a7b4f080dfe7720be2b905,538.833650,496.865991,41.967659,8.44,1.5,2024-04-12
0x6072b829dba35d77d79c7bd02983d6b1f3092ff3,536.311967,492.000000,44.311967,9.00,1.6,2024-03-24
0x57e4129059bf7a4c3952c38a40ac12cf79f85cc8,535.607271,500.000000,35.607271,7.12,1.3,2024-06-15
0x230b0f43993f773e9174f6df3d4bd46d7b961cd6,533.411118,500.000000,33.411118,6.68,1.3,2024-07-07
0x459a5b6c4bffa19ed284e784e586bb66ad09ff8a,533.236282,498.269927,34.966355,7.01,1.3,2024-06-20
0x0bd0c4ba650eeeef774277eeb8f3949d77b58899,532.109674,500.000000,32.109674,6.42,1.2,2024-07-23
0x3447d0a8e80f7c1ffeadb3e5ec0e18e25cfe332b,530.130384,499.999999,30.130385,6.02,1.2,2024-08-22
0x6e7b5439f53b78896b3e6656cdfc773998ccc87f,519.978962,482.662146,37.316816,7.73,1.4,2024-05-19
0xd82805a744ae805d189fd15a5c0691bd924b3c48,509.403379,449.999999,59.403380,13.20,2.2,2023-08-16
0xe2625b508527825f38c3cd25f0795b9c07c45ea9,505.850625,465.576550,40.274075,8.65,1.5,2024-04-05
0xddafea727dffb5e1260b225a486cbfc249daa61e,456.167076,399.999999,56.167077,14.04,2.4,2023-06-05
0xbd5b03fc91a463899ec66b793bdb9ee82620eb4b,443.346215,418.031790,25.314425,6.05,1.2,2024-08-19
0x640203e70c5e8514c51593d0609c11fc50d0446b,428.533629,400.000000,28.533629,7.13,1.3,2024-06-15
0x7d00296f7b643123e220e1cba23a82b8848b511e,425.944149,392.340000,33.604149,8.56,1.5,2024-04-09
0x5a15ee20d9e73b67a1a60e486dde7282a9d5794d,423.717442,370.000868,53.716574,14.51,2.5,2023-04-02
0x24a375d4e5524094d65d1368e12bb22c4f130cfe,411.683056,387.848772,23.834284,6.14,1.2,2024-08-11
0x09f879d57ad46d925f9ccb98d78ddbe3b6fb8af1,399.670939,348.870497,50.800442,14.56,2.6,2023-03-24
0xf56c3977d86ef6942c9958dd5bc256b98ec6605e,396.760157,350.000000,46.760157,13.36,2.2,2023-08-07
0x5ecb7bedc7f65d9956c5ad2bf54aa8c80c0d2aed,392.344535,350.000000,42.344535,12.09,1.9,2023-11-13
0x411a785cf4fde480381128120138349f63864ea2,389.683795,340.000029,49.683766,14.61,2.6,2023-03-13
0xa0f0025d1ab25c396a50fe0020b14e20ef4ea023,359.825425,329.568713,30.256712,9.18,1.6,2024-03-18
0x02760bdb5b53dc127510be15b4469066de1867c2,351.368773,329.999999,21.368774,6.47,1.2,2024-07-20
