User Address,Current WETH Balance,2024-10-17 WETH Balance,Exact Yield Earned,Yield %,Years Inactive,Last Interaction
0x3ebfb2895fb166edf7cb7370a3af85dcc70f90da,0.005486,0.005300,0.000186,3.52,1.8,2024-01-06
0x99ed96d109d2ace2118a797d8ef3948d79af5d43,0.005453,0.005299,0.000153,2.90,1.4,2024-05-20
0x59d417c94abc65a58a400bed4c75a7515f91003b,0.005445,0.005299,0.000145,2.75,1.3,2024-06-16
0xd05d2e015b9ed6f17f2111cf1ac7ae229155816e,0.005413,0.005298,0.000114,2.15,1.0,2024-10-01
0x00dd9145f37e2640ae6a7496753f0fae9fbc9127,0.005385,0.005199,0.000185,3.56,1.8,2023-12-30
0x9ffe5dad3e4b10fb20c6da650684da7fd79bee0f,0.005384,0.005199,0.000184,3.55,1.8,2023-12-31
0x4bbc312f84451e89fc9a5bc75762109f429ff9e2,0.005384,0.005200,0.000184,3.54,1.8,2024-01-01
0x5337836cd00d7f2e776ece61f09397a52de5054f,0.005383,0.005200,0.000183,3.53,1.8,2024-01-05
0x286f46efbe6c79d357113ff5483f53d0e7120dd4,0.005383,0.005200,0.000183,3.52,1.8,2024-01-06
0x7d41997991de600ec33b63ac89cbc2a30a21ab68,0.005383,0.005200,0.000183,3.52,1.8,2024-01-06
0x0149c80e8d7d3f1ca779945da084820d33f5244c,0.005376,0.005197,0.000179,3.44,1.7,2024-01-26
0xecd84b478e5ea13ca291dc677faecae603bc7404,0.005361,0.005234,0.000127,2.44,1.2,2024-08-09
0x541c14861d66c7193b32d27f4547ce36a5303382,0.005352,0.005156,0.000196,3.81,1.9,2023-11-12
0x8d2b080b013c2e9c07f4476c4ba6b466d85ab0dc,0.005346,0.005204,0.000142,2.74,1.3,2024-06-19
0x50c15408e247d29f5e297a402849b8a44e671eaa,0.005336,0.005100,0.000236,4.62,2.3,2023-06-13
0xa16aa536b0f67fa905c58c47f070f7a60a786cf3,0.005333,0.005116,0.000217,4.24,2.1,2023-09-02
0xbd1319be8b267d868282aa221a7a68f9afa65da6,0.005331,0.005151,0.000179,3.48,1.7,2024-01-17
0x02b8de90e5b4c75924f878b6f869c63c1a00b145,0.005297,0.005112,0.000185,3.62,1.8,2023-12-18
0x8d60c0acae2ed89f5c01ab7257d40f923b14b3cf,0.005282,0.005049,0.000233,4.62,2.3,2023-06-14
0xe2c4f25a8d6adb2101a9c2aaa7cc7ad3275bf474,0.005282,0.005159,0.000122,2.36,1.1,2024-08-23
0x96744ed085832456b84926e65a7815a31063c99f,0.005281,0.005099,0.000181,3.55,1.8,2023-12-30
0xa9865246d7274f48d659d2a7818715b3bfce9a95,0.005281,0.005100,0.000181,3.55,1.8,2023-12-31
0x71536337251e0f41f8ff649239a7778169d6f55d,0.005281,0.005099,0.000181,3.55,1.8,2024-01-01
0x4a52775eb49c6cee8cfa6db4017505c556628185,0.005280,0.005100,0.000180,3.54,1.8,2024-01-01
0x41b747c63a2c8e49c9a47a6f1f9aa293b67802b9,0.005280,0.005100,0.000180,3.54,1.8,2024-01-01
0x79ad95fb4127ad82f747ccf5ecf50ba13543fa0f,0.005280,0.005099,0.000180,3.54,1.8,2024-01-02
0x1870400ed2c95a761f18ef0aa0007cd39ed7e105,0.005280,0.005100,0.000180,3.53,1.8,2024-01-05
0x72e598b033aa15d65619925ba5513da9ffadd67c,0.005279,0.005100,0.000179,3.52,1.8,2024-01-06
0x1f2992f6e03b21314432e8ad11c9a6661a9f4996,0.005279,0.005099,0.000179,3.52,1.8,2024-01-06
0xd64079c4679f6b9b1391c5807916b811c852fa32,0.005270,0.004999,0.000270,5.40,2.7,2023-01-30
0x094926ea7c50eaffa63e81af08b88c4489602997,0.005270,0.004999,0.000270,5.40,2.7,2023-01-30
0x209b2346598a7f7f0a8068aec2b76385ed98dab8,0.005266,0.005000,0.000266,5.33,2.7,2023-02-14
0x12ed48aaae0fbd86d8cf15b96c264fb0f3e3e9a8,0.005265,0.005000,0.000265,5.31,2.7,2023-02-20
0xee1a58eafe1977a3d2ae59e2897bb815054f6d58,0.005260,0.005000,0.000259,5.19,2.6,2023-03-13
0xa09bf17b44abf2510fa27a06e11bde50cb868eaa,0.005258,0.004999,0.000258,5.17,2.6,2023-03-15
0x66ce49c17f4c45d3131da6ec1e6b3d513d67044a,0.005258,0.004999,0.000258,5.16,2.6,2023-03-17
0xeab07aa3f888b447981517f9e33fe931b1ad57ba,0.005256,0.005000,0.000256,5.12,2.6,2023-03-23
0x6ddb2236ca7c232369c856624899a36fe8f131d5,0.005255,0.004999,0.000255,5.10,2.6,2023-03-26
0x394968078025ad37644cedcb076d11241efbbdd0,0.005253,0.004999,0.000253,5.07,2.6,2023-03-30
0xb8c591dfddd5a5e8f8f59a04050821b2597ac782,0.005243,0.005124,0.000118,2.31,1.1,2024-09-01
0x43e0b0a2c7ef73c512da1e2414d2b418e9a6cbaa,0.005235,0.005000,0.000235,4.71,2.4,2023-06-02
0xa1dce833c7c77ce70eb1e7e97e96dda603499582,0.005234,0.005000,0.000234,4.69,2.4,2023-06-04
0xcbb80f9c4cf90fc17d5b35439041660924fbbb61,0.005231,0.005000,0.000231,4.63,2.4,2023-06-12
0x46f3b2c7faf8c78e7f9e707ebd737d7bbc327e62,0.005231,0.004999,0.000231,4.62,2.3,2023-06-13
0x21c23253fc7d7a27d7f2453fcdf15935eedbfe94,0.005231,0.004999,0.000231,4.62,2.3,2023-06-15
0x4d92f3f331dccd425c79cb4e94cab8e5939b04fa,0.005230,0.005000,0.000230,4.60,2.3,2023-06-18
0x6a9dcac19da843e84ad12edca5a0f7cb838e6f82,0.005227,0.004999,0.000227,4.54,2.3,2023-06-30
0x0521988f6e881936f62f3eff8b349b43356d566e,0.005227,0.005000,0.000227,4.54,2.3,2023-06-30
0x207e74f92a13a2ce087b5497092edb051acf13b6,0.005226,0.005000,0.000226,4.52,2.3,2023-07-05
0xd1f71e4bfcf2596db58b93c985177dfb09d2c784,0.005225,0.004999,0.000225,4.51,2.3,2023-07-07
0x9a2554143299ffde304d61782df45a9b849a686c,0.005222,0.004999,0.000222,4.45,2.2,2023-07-19
0x747933b647af5ff287910802a8027f4292bc3852,0.005221,0.005000,0.000221,4.42,2.2,2023-07-26
0x10795be2b46ff958d126c257f300b725305e96fe,0.005220,0.004999,0.000220,4.41,2.2,2023-07-27
0x2df1b02b05f4d737b6cf2e3a57982d70eff56b96,0.005220,0.004999,0.000220,4.40,2.2,2023-07-29
0x56b50b64cce7a3d5deadd92c23aca409b9665837,0.005219,0.005000,0.000218,4.37,2.2,2023-08-03
0x70b081de8fad0f787e87fcba4f2ec3189df8520d,0.005216,0.004999,0.000216,4.33,2.2,2023-08-11
0x6976cb80945d13a24ae9c32b9b537f0b5045b6a6,0.005216,0.005000,0.000216,4.32,2.2,2023-08-13
0x0de483a80faf5a91caf1ece88c28f8e98f796a5c,0.005214,0.004999,0.000214,4.29,2.2,2023-08-21
0xae554512073fe1fb36327bbc19a4255579130d23,0.005214,0.005096,0.000118,2.32,1.1,2024-08-31
0x67e3ffcd7a6d197ab2d26710f881d5cc77e94131,0.005211,0.005000,0.000211,4.23,2.1,2023-09-02
0xa3724f5e67572557531a33f0578575693319495f,0.005211,0.004999,0.000211,4.23,2.1,2023-09-03
0x6e9b8e49634cdffe607aa738c7e1d0fa5f304457,0.005210,0.005000,0.000210,4.21,2.1,2023-09-06
0x656c766894370b37a61de6f67dd4f89391c0b091,0.005209,0.005000,0.000209,4.19,2.1,2023-09-09
0xbfa85f47faa48edc74280184f57630027beddbf9,0.005202,0.004999,0.000202,4.05,2.0,2023-10-01
0xac11a622b6ca4cf4e97fc922fcc052255f2f5e79,0.005195,0.005000,0.000195,3.91,2.0,2023-10-24
0x8edc1673b1cbaf6114734f567ae82a5650d8e465,0.005194,0.005001,0.000193,3.86,2.0,2023-11-01
0x589cf721f99b47167bcc88448a80fc83083b43f9,0.005189,0.005000,0.000189,3.78,1.9,2023-11-18
0x49d0b047a238d4a787c87074ea81db5a759ebc36,0.005188,0.004999,0.000188,3.77,1.9,2023-11-19
0x3472ccc4a932cc5c07740781286083048eb4a5f1,0.005185,0.005000,0.000185,3.71,1.9,2023-12-02
0xe31d5ed69d8154e34598795608de6e7c24eca24e,0.005182,0.005002,0.000180,3.60,1.7,2024-01-24
0xfb5c41659cc2b707504ba997a4e40e0fec01337d,0.005181,0.005000,0.000181,3.63,1.8,2023-12-15
0x6111e650ee5c9c5e5c2bf593c6d34762386aea56,0.005178,0.004999,0.000178,3.56,1.8,2023-12-28
0x6c7fc0a3f3abc97d485fb617689096d04d23448e,0.005178,0.005000,0.000178,3.56,1.8,2023-12-30
0x287d531d020670f5ccf3fa8cb05b519dda9b75b4,0.005177,0.004999,0.000177,3.55,1.8,2023-12-31
0xf98b35fe2c99b46a700e1915afd1612805375080,0.005177,0.004999,0.000177,3.54,1.8,2024-01-01
0xafde23086ab0687191b16ecf4183a7a8366152bf,0.005176,0.004999,0.000176,3.53,1.8,2024-01-05
0x39604abdc2e372f3904f0b3f5338926bc9df9163,0.005176,0.005000,0.000176,3.52,1.8,2024-01-06
0xb499d5595a3501dbd28a15b71b47b405ec506389,0.005175,0.005000,0.000175,3.50,1.8,2024-01-12
0x361da29a0be9c1b9fa0ecd6d0cc418258dc676f3,0.005171,0.004999,0.000171,3.43,1.7,2024-01-29
0x919aca120406af954c605ffb0b8fba332a4cacd3,0.005171,0.005039,0.000132,2.63,1.3,2024-07-07
0xa0e52a80483ea8b2877a711243fd3bb5fd012d79,0.005170,0.005000,0.000170,3.40,1.7,2024-02-04
0x1fc8b71f24925ac9235d06e9d1045c64871ee278,0.005165,0.005000,0.000165,3.31,1.7,2024-02-21
0xcb9bd6a1cf568cf91232ccef6f6a1f3416e3ad0d,0.005156,0.004999,0.000156,3.13,1.6,2024-03-28
0xd0b879233499433086cbbfe65c69b28478824460,0.005152,0.005000,0.000152,3.04,1.5,2024-04-18
0x64af037139b794e0133ea52f84851858c0426f79,0.005149,0.005000,0.000149,2.99,1.5,2024-04-28
0x210bacd8a4bf361165406e87bdd47e291e82e7c3,0.005149,0.005000,0.000149,2.98,1.5,2024-05-01
0xebf4c07c94cb57337bf68918b36f0d110f8b191b,0.005148,0.004999,0.000148,2.96,1.4,2024-05-06
0xe2d7a620fe197137fe251bb8e1847dd6ce5673a1,0.005147,0.004999,0.000147,2.95,1.4,2024-05-09
0xfae4018058c8ef6d97441b6dadeb0af1bf831bce,0.005146,0.005000,0.000146,2.93,1.4,2024-05-13
0x5f3124ca7fff1826c330fc64c7b1867b6cbd99cc,0.005141,0.004999,0.000141,2.82,1.4,2024-06-08
0x072baaeb700920a50ee92f97b0d6c924aa329e5c,0.005140,0.004999,0.000140,2.81,1.4,2024-06-09
0x6990cfcccb770ae204b020dd16a4fa47f822bd51,0.005138,0.005000,0.000138,2.76,1.3,2024-06-13
0xd4a2e616b5e5c8e69303ad14d4f39da72861d1f7,0.005137,0.004999,0.000137,2.75,1.3,2024-06-16
0xc269481e201d8ff64a16d371e66ac5d5f74f3ab6,0.005135,0.005000,0.000135,2.71,1.3,2024-06-23
0x270b2996f1d4a1286c8e47670899ace3db06e67e,0.005135,0.005000,0.000135,2.71,1.3,2024-06-24
0xf7d3a6bb3b20cc004c0ce5e9b51c0d381cbb6ecc,0.005134,0.004999,0.000134,2.69,1.3,2024-06-27
0x46c784b3f29a75e9b46967c2ea275c542f147857,0.005133,0.005000,0.000133,2.66,1.3,2024-07-03
0x9407c801e205159b6ae2e3b8aa53aad5cbd64009,0.005131,0.005000,0.000131,2.62,1.3,2024-07-08
0x3d7bc0f976f9ebcb8c57e0890aad177ac916e3fa,0.005130,0.004999,0.000130,2.60,1.3,2024-07-12
0x720e1280d987b41ae2e1c51627d1a4306fbcc47a,0.005129,0.004999,0.000129,2.58,1.3,2024-07-14
0x25f83b2107506f464123254ea24aff2ed0fa447c,0.005129,0.004999,0.000129,2.58,1.3,2024-07-15
0x4f98e11bcd2277e5fa8fbf26ff051d599a7a9f32,0.005126,0.004999,0.000126,2.52,1.2,2024-07-26
0x8a26c81b8f643fa8de03a8c216dc059d8d4ca7f2,0.005123,0.005000,0.000123,2.47,1.2,2024-08-04
0x531343ca4d4503d84d2a9dec31efc73c6248c561,0.005120,0.005000,0.000120,2.40,1.2,2024-08-14
0x41e2fd24483b3a7d0bcf97f7b6b73c188aa60dce,0.005117,0.004999,0.000117,2.34,1.1,2024-08-26
0x975a1c8a983cce9f16b6b68dbe782125fa62d451,0.005116,0.004999,0.000116,2.33,1.1,2024-08-30
0x4c9484b198987237a47b78c6e5d2b6915427d9b3,0.005114,0.005000,0.000114,2.28,1.1,2024-09-07
0xf44cc49600fce55222992f768f26a2fb2e864fe0,0.005112,0.005000,0.000112,2.25,1.1,2024-09-14
0x765adb92058765817b29f39a9fdfd494793a70d3,0.005111,0.005000,0.000111,2.22,1.1,2024-09-18
0x7896879d921d63cba58f06902ce24b0421c9f604,0.005110,0.005000,0.000110,2.20,1.1,2024-09-23
0x64f8f67901871931b025f210a421cd57c34e8c5c,0.005104,0.004999,0.000104,2.09,1.0,2024-10-11
0x0cb461c80b1b111768133b9891f5928244811406,0.005103,0.005000,0.000103,2.07,1.0,2024-10-13
0xe2154ec87d248989cc87ca3e3c4f2e031bdf8ece,0.005075,0.004900,0.000175,3.57,1.8,2023-12-27
0x6fbb8587b8c0779fbce6c195c1b5beeb3f1845db,0.005074,0.004899,0.000174,3.55,1.8,2023-12-30
0xfae1be0700e21c3a40205c1635812ec790999b2b,0.005074,0.004899,0.000174,3.55,1.8,2023-12-30
0x513b72310da655b08f2a688c2fcd75b2355a3006,0.005073,0.004900,0.000173,3.54,1.8,2024-01-01
0x9da783bd141013608fbcd9af8dd4945b0e2a1d2e,0.005073,0.004899,0.000173,3.54,1.8,2024-01-02
0x4b3f0b5a7cf2a1aaff85f0a1f9ec91cbc073ee06,0.005072,0.004899,0.000172,3.52,1.8,2024-01-06
0xd8069c5295f7e7606a80e8f82f54c600a8070b17,0.005072,0.004900,0.000172,3.52,1.8,2024-01-07
0xa37bfca6aa4097c632beb5edada81028c8ce532c,0.005045,0.004899,0.000145,2.97,1.5,2024-05-05
0x0c0914d8ebc0704df2a20f550264ea24f8fee58d,0.004997,0.004782,0.000215,4.51,2.3,2023-07-07
0xfd9fc59cc993276bfb283908ec63c441a4c3f499,0.004970,0.004800,0.000170,3.55,1.8,2023-12-30
0x559897f796d64dc0cfd3572c937c26f19ed57b17,0.004970,0.004799,0.000170,3.55,1.8,2023-12-31
0xe47050dfd2e52ac7c96d5cf6d080bae5894caf39,0.004970,0.004800,0.000170,3.55,1.8,2023-12-31
0x3ac2bbdcdaba8da640b731d09471426749d98179,0.004970,0.004800,0.000170,3.55,1.8,2023-12-31
0x7be1d746abe0571603c82a54e7c5095a0406bc16,0.004970,0.004800,0.000170,3.55,1.8,2023-12-31
0x85974be0abce6cf53d195fe01ba674b15a0619b1,0.004970,0.004800,0.000170,3.54,1.8,2024-01-02
0x8c49dbdffb0d74bce583ee34870c963fbb2812da,0.004970,0.004800,0.000170,3.54,1.8,2024-01-02
0x74956e1ad2ab1773c9278d9762ced2bc54070086,0.004969,0.004799,0.000169,3.52,1.8,2024-01-05
0x6da5e888ddd885dbfe1f5773905bf3f33d749121,0.004969,0.004799,0.000169,3.52,1.8,2024-01-07
0xc9adfc911e754e7f1cf23ae85a7122ff8460a84d,0.004964,0.004800,0.000164,3.43,1.7,2024-01-29
0x2cf7abf16be46efe7409f4fc31f36a9e80a9a05b,0.004935,0.004814,0.000121,2.52,1.2,2024-07-26
0x6d0f8ae6733e9f8a58e06792204c3afed1eb6858,0.004918,0.004706,0.000211,4.49,2.3,2023-07-11
0xc4bbcf77ba6ff04eb9297cd8c5edb56060d87d0b,0.004904,0.004679,0.000225,4.81,2.4,2023-05-15
0x61b08556ddaeca69f8215170d48ae4c8059c76f3,0.004901,0.004732,0.000168,3.56,1.8,2023-12-29
0x73c52c3423696364cd808708b5d535d03fa45ef3,0.004894,0.004774,0.000119,2.51,1.2,2024-07-28
0x90ac05fb0ce1e23b0623bd9ef5d7e26f5d318239,0.004867,0.004700,0.000167,3.56,1.8,2023-12-30
0xae229b70884efeadfe65fa5f07537d34b0c8e09c,0.004867,0.004700,0.000167,3.55,1.8,2023-12-30
0x0576727bc33754f73b17d33d556de6f93dc593de,0.004867,0.004699,0.000167,3.55,1.8,2023-12-31
0x796ca2b528a2f3c8c225703b6635a7ed56132817,0.004867,0.004700,0.000167,3.55,1.8,2023-12-31
0x46b14e62874ac2d184dd52a6ccaf024b983e4050,0.004866,0.004700,0.000166,3.55,1.8,2023-12-31
0x4a6b1b72c503fd3f4d72dea689decbfc8be96d97,0.004866,0.004699,0.000166,3.55,1.8,2023-12-31
0x2ee8fa1727eb723854cf721dc917e715a969235f,0.004866,0.004700,0.000166,3.54,1.8,2024-01-01
0xe5dfaf5aad6d9b216095216fb204ebe3dca6f8c2,0.004866,0.004699,0.000166,3.54,1.8,2024-01-01
0xe29026c8e2db60e44c445a2a99930202a5910ca9,0.004865,0.004699,0.000165,3.52,1.8,2024-01-06
0x52fe10be2949fe845ee7f3fa945457fa96a31eba,0.004865,0.004700,0.000165,3.52,1.8,2024-01-06
0x649cf69081a34b5b9d4baf1f39d8632cfe7df16a,0.004852,0.004728,0.000123,2.60,1.3,2024-07-11
0xb7d31db725ab2938b994547778d5d5e6a0d25439,0.004763,0.004599,0.000163,3.55,1.8,2023-12-31
0x556446f92930978118e7ecbd4216b3b149b81a82,0.004763,0.004599,0.000163,3.55,1.8,2023-12-31
0xe3fa06488ba5750cbe92f4f1917f51cb994f404c,0.004763,0.004600,0.000163,3.55,1.8,2024-01-01
0x23d145a1d95ae9ee585aca92f6cd85b31383c4c5,0.004763,0.004600,0.000163,3.54,1.8,2024-01-01
0x96006411394a7241c27ae8daa7f42f66ad344d96,0.004763,0.004600,0.000163,3.54,1.8,2024-01-01
0x38361ea15250f4faff1a7643f82119ee0d62ece3,0.004763,0.004599,0.000163,3.54,1.8,2024-01-01
0xa07374ff485e5d265a05c4ff7b7b70b00f5a1fa8,0.004762,0.004600,0.000162,3.53,1.8,2024-01-04
0x8bd227fa6bd5c1ccb4a0a0fe28915abff79c2fd3,0.004762,0.004600,0.000162,3.52,1.8,2024-01-05
0xbd0b0c142045bb24e9b380f4f10ebaf4df5aec6a,0.004721,0.004560,0.000161,3.54,1.8,2024-01-01
0x3ee62a018745710c5898f588b769e5f567ee261e,0.004716,0.004559,0.000156,3.44,1.7,2024-01-28
0x031120d44c19dca94c66cb08a3f57b260bc4df3e,0.004716,0.004559,0.000156,3.43,1.7,2024-01-29
0x250dbc2ba40ef5edc5da223be2bed812eeb63286,0.004716,0.004560,0.000156,3.43,1.7,2024-01-29
0x79a4de9e8856d06b9104432b4e7478b1fff6fb13,0.004693,0.004476,0.000216,4.84,2.4,2023-05-10
0xf0af955df628aa7b3ae6ca1983301cc0c84926e0,0.004660,0.004500,0.000160,3.55,1.8,2023-12-31
0x3e1fd8bd82ea9a4aa718a0d07132c0c136cca25e,0.004658,0.004499,0.000158,3.52,1.8,2024-01-06
0xe0f4fe979b5f38785c0e893dd57c5639b1c242d5,0.004658,0.004500,0.000158,3.52,1.8,2024-01-06
0x9758e8936eb2bdbdef4e5f40f9f3cc969e45feb2,0.004649,0.004489,0.000159,3.55,1.8,2023-12-31
0x7befd971ac373062c99810d6bf481c57e194ae11,0.004635,0.004500,0.000135,3.00,1.5,2024-04-27
0x0d8c44854055f4becdfee63d2f6286548ace0c34,0.004632,0.004400,0.000232,5.27,2.6,2023-02-27
0x18fb921b31a61a30e5cea855ff9b5850822056a7,0.004630,0.004500,0.000130,2.90,1.4,2024-05-19
0x6011a06506c4d1d9db3350c1a7fcce10fcabbd75,0.004616,0.004440,0.000176,3.96,2.0,2023-10-15
0x01686195311a7d0768dac59e564cbcdb429d6114,0.004593,0.004440,0.000153,3.45,1.7,2024-01-24
0x9e491290e7adf0d1d712342c2d85412191e92846,0.004557,0.004400,0.000157,3.57,1.8,2023-12-27
0x8f1698519794631545d608e171f871b42a622973,0.004556,0.004400,0.000156,3.55,1.8,2023-12-30
0x846f420ab308ea921cb301962d1895748711cdb3,0.004556,0.004400,0.000156,3.55,1.8,2023-12-31
0x9f681634de1a9a34493158c8df778fbe2902d259,0.004556,0.004400,0.000156,3.54,1.8,2024-01-01
0x1cc2d8e09b82c3c9239d105adf61cc91d7acf382,0.004556,0.004400,0.000156,3.54,1.8,2024-01-01
0x5df232f03f8fb1d50d84bd69b07ea0d2087f2cf9,0.004555,0.004399,0.000155,3.52,1.8,2024-01-06
0xc059192c6b8da7a318001e3bb60d2ee3454a70d5,0.004543,0.004314,0.000228,5.28,2.6,2023-02-25
0x4e83ec906b65296dab1bc590a92354f12d94b0f4,0.004526,0.004424,0.000102,2.30,1.1,2024-09-03
0x0848e19e73d226c35854f4b8cb213b7d3064149e,0.004513,0.004400,0.000113,2.58,1.3,2024-07-14
0x671b2d2b41af93a1dbeb9e72e68e3ce1c018b845,0.004491,0.004399,0.000091,2.07,1.0,2024-10-13
0x1fef0ce914943e2382459a2b8c2b5eb39b135752,0.004479,0.004360,0.000119,2.73,1.3,2024-06-21
0xa95da39d45ea1b490c4f5a16aeec14c28f8656f5,0.004462,0.004315,0.000147,3.40,1.7,2024-02-04
0x6bfc4553d8fa163a3a0b8b3d905d52e050d83139,0.004453,0.004300,0.000153,3.55,1.8,2023-12-30
0x1df19ec0853949a33fab75f15e34d19fedc8acd3,0.004452,0.004300,0.000152,3.55,1.8,2023-12-31
0x017576b4d3a168a7253c942b4574b19729cebf19,0.004452,0.004300,0.000152,3.55,1.8,2023-12-31
0x501b86b2550dd1dc3755513d6164e86be2140553,0.004452,0.004299,0.000152,3.55,1.8,2023-12-31
0xd7fbf8baf90f51fcc106f58f9a1f754fca99b953,0.004452,0.004300,0.000152,3.55,1.8,2023-12-31
0x7e433fe568fb855845dd47f36ab1c88880ae59e3,0.004452,0.004300,0.000152,3.55,1.8,2023-12-31
0xeee97ce01fe14e2e7d7fb62b92f78158b0ff9699,0.004452,0.004300,0.000152,3.54,1.8,2024-01-02
0xb8782b9e7daca10fd4995e2e9781b2f71ef587e4,0.004411,0.004314,0.000097,2.25,1.1,2024-09-12
0x85ab15a918cb2b77f0388599150d340b3d9b7b65,0.004399,0.004193,0.000206,4.91,2.5,2023-04-27
0xd8a31e7bf2a7e0aa6fc14d9b4d84aa498e652650,0.004376,0.004260,0.000116,2.73,1.3,2024-06-21
0x1c9edd6111936d02b6f3974b4975784abebb7d24,0.004349,0.004199,0.000149,3.55,1.8,2023-12-31
0xa80e2fe48c9f7faddf07f2a20c03c0e7cd584ad9,0.004349,0.004199,0.000149,3.55,1.8,2023-12-31
0xc0def31c04e5b27860c1b089fe368d64f3e34ad9,0.004349,0.004200,0.000149,3.55,1.8,2024-01-01
0x498e08610ab0c7fe544f31f2c3f1b4746e2e25b0,0.004348,0.004200,0.000148,3.54,1.8,2024-01-02
0xfb67375acbce054f5287e48941d46c25671ac34f,0.004348,0.004199,0.000148,3.52,1.8,2024-01-05
0xf332ec66f171326995b5f3412ffca239b3c87ba1,0.004348,0.004199,0.000148,3.52,1.8,2024-01-06
0xc6a764309c7035e6cb6a605b84554d6b3df6309a,0.004334,0.004239,0.000095,2.25,1.1,2024-09-12
0x0efcf48d10001d52946f5c6ed08c335b494e957b,0.004246,0.004099,0.000146,3.57,1.8,2023-12-27
0x9fc86ba2a6076ed2cd1e094ee647e85f77288e2b,0.004245,0.004099,0.000145,3.56,1.8,2023-12-30
0xa2f3dadf0d74a1517e786dfae054599976320be7,0.004245,0.004100,0.000145,3.55,1.8,2023-12-30
0x273321d93a54861f84ae8a86ed84c8547740f863,0.004245,0.004099,0.000145,3.55,1.8,2023-12-31
0xf36f75e6dcf28d5a92e924465988f131a2ab5022,0.004245,0.004100,0.000145,3.55,1.8,2023-12-31
0x25ae779242506324f860025dcf3cd73e8f31c5df,0.004245,0.004100,0.000145,3.55,1.8,2023-12-31
0xb4ba69f0cf7d52a6bb2b438f8303f18edcabb371,0.004245,0.004100,0.000145,3.55,1.8,2024-01-01
0xa5d574bf3d10a02b469d1d218a4187b8b900cd98,0.004245,0.004100,0.000145,3.54,1.8,2024-01-01
0x0d25bc9a5634ac9095fbb150c2763c4674388d57,0.004245,0.004100,0.000145,3.54,1.8,2024-01-01
0x8d6fe457925f0ff36ccaf1003b398ce89000b1eb,0.004245,0.004099,0.000145,3.54,1.8,2024-01-02
0xbb9ad3062c536c70217a3933af33987730c52602,0.004244,0.004080,0.000164,4.03,2.0,2023-10-03
0xb26a4ce483dbd907da4a80300b97b2096abad825,0.004244,0.004100,0.000144,3.52,1.8,2024-01-06
0xcb2c164a80fc710e3d568ca8d42ecaa08bf1e22a,0.004232,0.004120,0.000112,2.73,1.3,2024-06-21
0x13201ed5b70a34db54ed268b3d9c44b8ed1b26e0,0.004213,0.003999,0.000213,5.34,2.7,2023-02-13
0xba5730e2f0eb4ad05586f49da8572b600966b0c9,0.004202,0.003999,0.000202,5.05,2.5,2023-04-04
0x5dbc6208cc2ecb91943355486987ab89b6e7dc2a,0.004200,0.004000,0.000200,5.00,2.5,2023-04-11
0x4943c787252180b02787cea425f626502b4b3c25,0.004200,0.003999,0.000200,5.00,2.5,2023-04-11
0x9a641e002944388b264270a5608519ae81a2599c,0.004187,0.004000,0.000187,4.69,2.4,2023-06-04
0xb355b1d4caa3eb26ca566200619fbfb0d9a4d484,0.004186,0.003999,0.000186,4.65,2.4,2023-06-09
0xb5caae7bc6eea534db093515aacd7bfa09f071dc,0.004179,0.003999,0.000179,4.47,2.3,2023-07-14
0x7ce2f4868e9cb9ab76370d62d7bcf82607d50c03,0.004178,0.004000,0.000178,4.47,2.3,2023-07-15
0x4609fa05bf3a7a0b3a93cbbb2aa3c717ff94b05c,0.004176,0.004065,0.000111,2.73,1.3,2024-06-21
0x94ae2646e58009eeb46b774532540009ab98467c,0.004165,0.004000,0.000165,4.14,2.1,2023-09-16
0xb0d2997eb52ae37fa745857582d290d3eaab79e3,0.004164,0.004055,0.000109,2.69,1.3,2024-06-28
0x374f20a5ec55f920c9c47476dcc4d5fdc1bd8437,0.004163,0.004000,0.000163,4.09,2.1,2023-09-24
0x9415d6fc1562fb3069fdf5117d24c7ed5111066b,0.004159,0.004000,0.000159,3.98,2.0,2023-10-11
0xd88590da71b19cbc7bb08bd7fb004df0d0cad26c,0.004155,0.003999,0.000155,3.89,2.0,2023-10-28
0x645ffdacecea68065e1d937b64a56586b3c0ff14,0.004152,0.004037,0.000115,2.86,1.4,2024-05-30
0x3c36350e22ca84cea0b2213c0e449f8baf361aa0,0.004149,0.004000,0.000149,3.73,1.9,2023-11-27
0xf875772828db6e299c49642d569ca5c953264a0e,0.004143,0.004000,0.000143,3.57,1.8,2023-12-27
0x3d81d83f6161e79cd4c438969f22c7b2f6ddf270,0.004142,0.003999,0.000142,3.55,1.8,2023-12-31
0xa5002a20b6e115041f0aa68faabbfdd5fac5a623,0.004142,0.004000,0.000142,3.55,1.8,2023-12-31
0x4239f5b657a1aacd37ee8380f84b27db4eab91b8,0.004142,0.004000,0.000142,3.55,1.8,2023-12-31
0x913e49f60c89ab3470af675e31bdc53aa6d6b22b,0.004142,0.004000,0.000142,3.55,1.8,2023-12-31
0x850681349c77326936187567ef106c95cbc91633,0.004142,0.003999,0.000142,3.55,1.8,2023-12-31
0xb6bca64c6a766241cf322b9bae24d08262a83942,0.004142,0.003999,0.000142,3.55,1.8,2024-01-01
0x08f0ef69cd4ef9150a5c5301549c99c67c937238,0.004141,0.004000,0.000141,3.54,1.8,2024-01-01
